,SellerG,Discretized_Price
25010,Harcourts,1
25014,Barry,5
25016,Jellis,5
25021,Barry,2
25022,Philip,4
25024,Area,1
25037,Chisholm,4
25038,Chisholm,4
25039,Love,1
25041,Nelson,4
25045,Brad,5
25058,Jellis,2
25062,Chambers,4
25064,Alexkarbon,5
25072,Barry,5
25074,Noel,5
25075,hockingstuart,1
25078,Marshall,2
25079,Eview,1
25080,Marshall,4
25086,Marshall,4
25093,Barry,2
25101,Eview,1
25108,Marshall,2
25112,Hodges,5
25124,hockingstuart,1
25133,Jellis,1
25139,hockingstuart,1
25140,Barry,1
25141,RW,1
25145,Barry,1
25146,hockingstuart,1
25152,Barry,1
25173,PRDNationwide,1
25175,HAR,1
25185,Jellis,4
25195,Frank,5
25197,Brad,5
25199,Biggin,5
25202,Buxton,2
25203,RW,1
25214,RW,1
25215,RW,1
25216,Barry,1
25220,Love,1
25250,Greg,5
25260,One,5
25261,Stockdale,1
25264,Ray,5
25267,Domain,5
25270,Woodards,2
25271,Greg,5
25278,Nelson,1
25283,Brad,5
25290,RW,1
25304,hockingstuart,1
25307,Love,1
25320,Barry,1
25326,Nelson,5
25333,Biggin,2
25352,Raine,1
25354,hockingstuart,2
25356,Hodges,5
25362,hockingstuart,5
25368,Barry,1
25369,Millership,1
25371,Kay,4
25374,Jellis,2
25376,Greg,5
25377,C21,5
25384,Flannagan,5
25395,Leading,1
25398,Barry,1
25403,S&L,1
25408,Marshall,4
25412,hockingstuart,1
25416,Jellis,2
25417,Barry,5
25418,Barry,2
25421,H,2
25432,Jason,1
25433,Jason,1
25443,Noel,5
25444,Noel,5
25445,Nelson,5
25447,Jellis,2
25448,Sweeney,1
25449,Greg,1
25450,Ray,1
25454,Jas,5
25457,Barry,1
25460,Bekdon,5
25466,Iconek,1
25467,Ray,1
25473,Sweeney,5
25479,Nelson,5
25481,Barry,5
25482,Barry,5
25497,Ace,1
25502,hockingstuart,1
25505,Jellis,2
25514,Marshall,2
25517,Purplebricks,2
25526,Barry,1
25527,YPA,1
25528,Brad,5
25530,Hodges,1
25531,Nelson,1
25532,Nelson,5
25541,Marshall,4
25543,Marshall,4
25552,hockingstuart,4
25553,VICPROP,2
25557,Marshall,5
25558,hockingstuart,4
25563,Purplebricks,2
25574,Jellis,4
25585,Jellis,2
25612,hockingstuart,2
25617,Ray,2
25618,Buxton,2
25620,O'Brien,5
25636,Buxton,3
25638,Marshall,3
25642,Buxton,2
25644,Buxton,2
25651,Marshall,2
25657,RT,4
25668,hockingstuart,2
25686,Nelson,5
25695,Jellis,2
25708,Ray,1
25715,HAR,1
25716,YPA,5
25717,Buxton,4
25726,Harcourts,5
25742,Marshall,4
25754,YPA,1
25766,Ray,2
25784,Buxton,2
25786,Buxton,5
25793,Buxton,1
25799,Ray,1
25801,Woodards,5
25812,Collins,4
25815,Barry,5
25817,Nelson,5
25818,Nelson,5
25819,Jellis,5
25822,Stockdale,1
25823,Barry,1
25824,LJ,1
25828,Ray,1
25832,iTRAK,5
25836,McGrath,1
25840,Fletchers,5
25841,Fletchers,5
25846,Stockdale,1
25847,Stockdale,1
25854,Boutique,1
25856,Boutique,1
25860,Douglas,1
25867,Buxton,2
25875,Barry,5
25876,Philip,5
25877,Jellis,2
25906,HAR,1
25910,RW,1
25911,Millership,1
25912,Nelson,2
25919,Nelson,1
25921,Jellis,2
25927,Ray,5
25946,Nelson,5
25956,Barry,1
25960,Eview,1
25961,Ray,1
25963,Ray,1
25965,Barry,1
25967,Barry,1
25975,Jellis,4
25987,Ray,5
25988,Barry,2
25994,Raine,1
25996,Nelson,1
25997,Nelson,1
25999,Darren,1
26002,Fletchers,5
26006,YPA,1
26008,buyMyplace,2
26009,Stockdale,5
26010,Eview,1
26014,hockingstuart,2
26026,Jellis,1
26027,Jellis,4
26036,Marshall,2
26038,Marshall,5
26041,Barry,5
26047,Jellis,1
26058,Charlton,5
26063,Hodges,2
26064,Obrien,5
26066,Barry,1
26067,HAR,1
26069,Ray,1
26070,Greg,1
26074,Barry,1
26089,YPA,1
26091,Brad,5
26093,Brad,5
26109,Jellis,2
26115,Jellis,4
26122,Greg,5
26123,hockingstuart,5
26146,Marshall,2
26147,Marshall,3
26156,Rendina,2
26171,Raine,1
26183,HAR,1
26184,Ray,1
26195,Barry,1
26197,Barry,1
26200,Ray,1
26203,HAR,1
26204,Stockdale,1
26206,RW,1
26207,Noel,5
26212,Noel,5
26220,Morrison,5
26223,Avion,2
26225,Jellis,5
26229,McGrath,5
26236,O'Brien,5
26248,Buxton,2
26251,Raine,5
26261,Barry,1
26264,Gardiner,1
26272,Jellis,5
26273,Jellis,4
26275,Jellis,4
26279,Fletchers,5
26285,Ray,5
26292,FN,1
26293,Buxton,2
26298,Hodges,2
26317,LJ,1
26322,Biggin,4
26336,Jellis,2
26343,Stockdale,1
26345,Harcourts,5
26348,Love,5
26356,Woodards,2
26393,Miles,5
26398,Ray,1
26399,Raine,1
26418,Millership,1
26421,HAR,1
26424,hockingstuart,5
26432,Jellis,4
26442,iSell,5
26444,Sweeney,1
26447,Barry,1
26463,Nelson,5
26464,Nelson,2
26467,Brad,1
26468,Raine,1
26471,YPA,1
26475,Jas,5
26483,Jellis,4
26485,Marshall,4
26492,Jellis,2
26503,Barry,1
26504,Barry,1
26511,Jellis,2
26518,Barry,5
26519,Jellis,5
26520,Jellis,2
26526,Nelson,5
26544,Philip,5
26553,Barry,1
26561,PRDNationwide,1
26567,Hodges,5
26570,Collins,5
26573,YPA,1
26577,Reliance,1
26582,Williams,5
26586,HAR,1
26591,Jas,5
26594,Jas,5
26598,Crane,1
26606,Area,1
26608,Biggin,1
26611,C21,1
26616,Barry,1
26619,hockingstuart,1
26620,Barry,1
26624,Ray,1
26627,Barry,5
26628,Barry,1
26629,Barry,1
26633,Barry,1
26634,Jellis,5
26639,Barry,5
26645,Bowman,1
26652,RW,1
26662,HAR,1
26663,hockingstuart,1
26664,HAR,1
26666,McDonald,2
26667,Nelson,5
26668,hockingstuart,5
26672,LLC,2
26674,Barry,5
26680,Collins,4
26685,Point,1
26693,Barry,5
26705,Barry,1
26711,Ray,1
26714,Barry,5
26718,Barry,1
26725,Barry,5
26726,Barry,1
26728,Marshall,4
26738,FN,1
26746,Raine,5
26758,Moonee,5
26760,LITTLE,1
26768,Jellis,4
26775,Hodges,2
26777,Ray,4
26779,Ray,2
26789,Ray,5
26796,Jellis,5
26805,Philip,2
26810,hockingstuart,5
26817,RT,2
26822,Marshall,3
26843,YPA,1
26855,Nelson,5
26863,Raine,5
26874,Barry,2
26876,YPA,1
26877,YPA,1
26878,Barry,1
26891,Nelson,2
26898,RT,1
26907,Ray,5
26912,C21,5
26920,Brad,5
26931,Ray,1
26932,YPA,1
26945,Ray,5
26946,Barry,1
26948,Del,1
26950,O'Brien,1
26953,Calder,1
26956,Raine,1
26962,Jellis,2
26964,Fletchers,4
26966,Jellis,5
26968,Jellis,5
26972,Jellis,5
26973,HAR,1
26977,Buckingham,5
26999,Stockdale,1
27000,Nelson,4
27013,Jellis,5
27030,Jellis,2
27033,Harcourts,5
27054,Buxton,2
27079,Barry,1
27083,YPA,1
27086,Barry,2
27088,Nelson,2
27089,Miles,2
27092,Nelson,1
27094,Barry,5
27103,Marshall,2
27112,McGrath,5
27129,Compton,5
27150,PRDNationwide,1
27151,hockingstuart,1
27152,Raine,1
27154,Upside,1
27162,RW,1
27165,Ray,1
27168,Ray,1
27194,Jellis,5
27199,Ray,5
27205,Woodards,2
27206,RT,5
27228,Jellis,2
27229,Jellis,5
27232,Buxton,5
27251,Reliance,1
27254,Marshall,2
27256,hockingstuart,5
27268,Nelson,1
27276,Nelson,1
27280,Nelson,5
27291,Jellis,2
27303,Stockdale,1
27304,Raine,1
27305,RW,1
27310,MICM,1
27321,Ray,1
27327,RT,2
27330,Jellis,2
27339,Purplebricks,1
27347,Wilson,2
27348,McDonald,2
27349,Raine,1
27350,Ray,1
27355,Jas,1
27356,Sweeney,5
27359,Jellis,4
27366,O'Brien,1
27371,Barry,2
27373,McGrath,2
27375,HAR,1
27377,Nelson,2
27381,Jellis,1
27387,Nelson,1
27395,Barry,5
27399,OBrien,5
27401,OBrien,5
27409,Barry,1
27411,YPA,1
27414,FN,1
27423,YPA,1
27429,Reliance,5
27430,Barlow,2
27439,Love,5
27441,Buckingham,5
27442,Barry,1
27447,Village,5
27451,Nelson,2
27463,Ray,1
27471,Nelson,5
27474,Rendina,2
27480,Nelson,5
27493,Noel,3
27526,Buxton,2
27546,Bowman,1
27558,Buxton,3
27564,Buxton,5
27565,buyMyplace,4
27583,Nelson,2
27584,Jellis,2
27585,Nelson,2
27587,Pagan,1
27597,Barry,5
27601,Ray,1
27614,Fletchers,5
27615,Buxton,5
27619,Marshall,4
27623,Marshall,4
27629,hockingstuart,5
27630,Harcourts,1
27643,McGrath,5
27647,Hodges,2
27662,Nelson,5
27669,Raine,5
27673,Nelson,2
27674,Stockdale,1
27675,HAR,1
27676,Barry,1
27677,Barry,1
27681,Barry,1
27685,Ray,1
27699,Stockdale,1
27700,YPA,1
27718,Jellis,5
27721,Barry,2
27724,Morrison,1
27733,Chisholm,4
27743,Nelson,5
27746,Frank,4
27751,Brad,4
27754,Nelson,1
27759,Stockdale,1
27762,Harcourts,1
27763,Stockdale,1
27764,buyMyplace,5
27768,Nelson,5
27774,Jellis,2
27776,Nelson,5
27778,Jellis,2
27789,hockingstuart,1
27795,Barry,1
27797,Jellis,4
27800,Jellis,2
27806,Kay,4
27812,LLC,4
27819,Ray,4
27835,Morrison,1
27841,Barry,1
27843,Barry,5
27847,Marshall,3
27866,Woodards,1
27872,Haughton,1
27875,Fletchers,1
27881,Barry,1
27885,hockingstuart,1
27901,Charter,5
27905,Rendina,5
27907,RT,4
27910,Marshall,2
27922,HAR,1
27944,Biggin,2
27956,O'Brien,2
28620,Biggin,2
28625,Fletchers,5
28627,Buckingham,5
28628,Morrison,2
28637,RW,1
28640,Love,1
28642,Barry,2
28654,Jellis,1
28656,Brad,1
28689,hockingstuart,1
28694,RT,5
28709,Noel,2
28719,Barry,1
28721,Brad,1
28728,Barry,5
28734,Barry,5
28789,hockingstuart,1
28795,Brad,1
28796,Barry,1
28807,Jellis,4
28810,Nelson,2
28812,Marshall,2
28820,Eric,1
28835,Jellis,4
28844,Jellis,4
28857,YPA,1
28867,PRDNationwide,1
28868,HAR,1
28870,hockingstuart,1
28878,hockingstuart,1
28880,HAR,1
28882,The,1
28883,HAR,1
28884,Barry,1
28891,Jellis,5
28902,Jellis,2
28918,Barry,5
28947,Nelson,2
28953,McGrath,2
28954,McGrath,5
28956,McGrath,5
28966,Barry,5
28968,Ray,5
28978,Nelson,1
29000,Kay,4
29022,Barry,1
29066,Love,1
29067,Stockdale,1
29069,Ray,1
29090,Ray,1
29103,Brad,1
29112,Barry,1
29114,Douglas,5
29115,hockingstuart,5
29123,Marshall,4
29135,Jellis,4
29138,Barry,5
29140,Ray,2
29148,Barry,1
29174,Ray,5
29175,LLC,5
29176,Barry,5
29183,YPA,5
29185,Barry,1
29212,Village,5
29219,Barry,5
29220,Barry,1
29230,Barry,1
29243,Buxton,5
29246,Barry,1
29248,Fletchers,3
29261,Fletchers,2
29263,Noel,5
29264,Barry,5
29265,iTRAK,1
29291,Noel,2
29297,Schroeder,1
29303,Nelson,1
29307,Nick,2
29312,Hodges,5
29322,Nelson,5
29326,Lindellas,5
29329,Nelson,5
29330,Jellis,2
29364,Gary,2
29368,Ray,1
29372,O'Brien,5
29381,Collins,5
29382,Jellis,5
29392,Brad,1
29394,Nelson,5
29395,Nelson,1
29396,Harrington,5
29401,HAR,1
29411,hockingstuart,5
29425,Harcourts,4
29433,Barry,1
29434,Morrison,1
29437,Ray,5
29441,hockingstuart,5
29463,C21,1
29465,Ray,1
29466,HAR,1
29470,Millership,1
29476,Nelson,4
29482,hockingstuart,1
29486,hockingstuart,1
29503,hockingstuart,1
29507,O'Brien,1
29509,Barry,1
29510,Ray,1
29511,O'Brien,1
29515,hockingstuart,5
29516,Ray,5
29521,Barry,1
29523,Barry,1
29534,Stockdale,1
29544,Nelson,1
29545,Nelson,1
29546,Nelson,5
29558,Jason,2
29560,Barry,1
29561,LJ,1
29564,Nelson,1
29570,Buxton,5
29587,Hodges,2
29590,Barry,1
29593,Prof.,1
29598,LJ,1
29611,YPA,1
29613,Barry,1
29618,Moonee,5
29629,Jellis,4
29637,McGrath,1
29644,Raine,1
29649,Iconek,1
29653,Bowman,1
29663,Jas,1
29670,Sweeney,5
29675,Hodges,2
29687,FN,1
29696,Ray,1
29748,Barry,1
29752,Jellis,2
29759,Nelson,5
29763,Jellis,2
29767,McGrath,5
29786,Nelson,1
29789,Nelson,5
29792,Point,1
29795,hockingstuart,1
29817,Nelson,2
29821,Ray,1
29823,Nelson,5
29829,hockingstuart,1
29830,Barry,5
29835,McGrath,1
29844,Biggin,2
29851,Carter,5
29854,Cayzer,5
29858,Ray,5
29861,YPA,1
29872,RW,1
29875,Millership,1
29886,Sweeney,5
29893,McGrath/Langwell,5
29900,Brad,1
29901,Barry,1
29902,Raine,1
29904,Brad,1
29915,Bells,1
29927,Barry,1
29928,YPA,1
29929,Barry,1
29933,McGrath,5
29935,Ray,5
29955,Miles,5
29960,Jellis,5
29961,Barry,5
29963,Ray,5
29968,Barry,1
29969,Mason,1
29972,Barry,1
29974,Burns,1
29976,Barry,1
29982,hockingstuart,1
29983,Williams,5
29989,HAR,1
29993,Barry,1
30013,Nelson,1
30014,Barry,5
30024,RT,1
30025,Sweeney,5
30031,Barry,1
30037,Raine,2
30038,Nelson,2
30042,Marshall,4
30043,Buxton,5
30048,hockingstuart/hockingstuart,5
30051,Ray,5
30052,Barry,1
30053,Barry,5
30054,Moonee,5
30060,hockingstuart,5
30066,Fletchers,4
30076,Jellis,2
30083,Buxton,5
30086,Buxton,2
30094,Woodards,5
30097,Woodards,2
30099,Ray,5
30101,Fletchers,5
30112,hockingstuart,4
30133,Buxton,2
30134,Love,1
30156,Barry,1
30157,Barry,1
30171,Jellis,2
30172,RT,5
30176,RT,2
30195,Gary,5
30200,Ray,1
30201,hockingstuart/hockingstuart,1
30202,Hodges,2
30209,Buxton,5
30225,Nelson,5
30226,Nelson,5
30238,HAR,1
30239,Barry,1
30246,RE,1
30248,Ray,1
30252,Barry,5
30269,Barry,1
30283,Philip,5
30285,hockingstuart,1
30287,Philip,5
30288,Love,1
30302,hockingstuart,2
30323,Barry,1
30324,Iconek,1
30327,Ray,1
30346,Schroeder,5
30351,Nelson,4
30355,Nelson,2
30361,Nelson,5
30367,Gunn&Co,5
30369,Fletchers,5
30370,Aquire,1
30373,O'Brien,1
30374,O'Brien,1
30377,O'Brien,1
30379,Purplebricks,1
30387,Barry,1
30404,Boran,1
30415,Brad,1
30422,Barry,5
30424,YPA,1
30431,Buxton,4
30436,Buxton,2
30440,Buxton,5
30441,Buxton,5
30447,Jellis,2
30472,Barry,1
30479,Barry,1
30492,Miles,5
30497,C21,1
30499,Barry,1
30500,Barry,5
30504,Nelson,5
30507,Nelson,1
30510,Nelson,2
30512,Marshall,3
30516,Jellis,4
30523,McGrath,5
30526,Barry,1
30532,Ray,1
30534,HAR,1
30558,hockingstuart,4
30563,Marshall,2
30568,Nelson,5
30569,Nelson,2
30570,Buxton,5
30576,PRDNationwide,1
30584,RW,1
30585,RE,5
30586,Marshall,2
30591,Millership,1
30593,HAR,1
30594,Ray,1
30599,Ray,4
30603,Nelson,2
30639,Barry,5
30663,Ray,1
30665,Gary,5
30666,O'Brien,1
30667,Just,1
30668,Buxton,5
30677,Brad,5
30682,LJ,1
30685,Greg,5
30687,Marshall,4
30699,McGrath,2
30702,RW,5
30714,hockingstuart,5
30731,Biggin,4
30746,Barry,5
30749,Fletchers,2
30758,Ray,1
30759,Barry,1
30763,Buxton,4
30768,hockingstuart/hockingstuart,5
30769,Harcourts,1
30778,Morrison,5
30780,Stockdale,1
30781,HAR,1
30794,Purplebricks,1
30795,Bells,1
30796,Barry,1
30809,Nelson,2
30810,Nelson,1
30811,Barry,1
30812,L,1
30818,Raine,1
30821,Jas,5
30843,Barry,1
30844,Barry,1
30854,Noel,2
30856,Ray,1
30858,HAR,1
30861,Jellis,5
30874,Barry,5
30875,Fletchers,5
30876,Harcourts,2
30879,hockingstuart,1
30883,Darren,5
30886,Barry,1
30890,Barry,1
30891,Ray,5
30898,Sweeney,5
30908,Sweeney,5
30909,Greg,2
30910,Williams,2
30914,HAR,1
30918,Iconek,1
30921,HAR,1
30922,YPA,1
30927,LJ,1
30928,hockingstuart,1
30936,Moonee,1
30941,Barry,1
30946,Prof.,1
30952,LJ,1
30954,Raine,1
30958,McGrath,5
30964,HAR,1
30967,Eview,1
30975,Harcourts,5
30976,Ash,1
30977,O'Brien,1
30981,Eview,1
30985,Purplebricks,5
30988,Buxton,2
31000,hockingstuart,1
31004,Thomson,5
31016,Buxton,2
31020,LJ,1
31027,Noel,5
31031,Sweeney,1
31046,hockingstuart/Biggin,1
31053,Williams,5
31079,Buxton,1
31080,Buxton,2
31091,Noel,5
31101,Nelson,5
31103,Nelson,5
31108,Jellis,5
31142,Nelson,5
31143,YPA,1
31144,YPA,1
31145,Ray,1
31159,YPA,1
31163,Barry,5
31165,YPA,1
31172,Rendina,2
31208,O'Brien,1
31211,Barry,1
31215,Sweeney,1
31218,Ray,1
31219,YPA,1
31229,Village,5
31231,Ray,1
31238,Biggin,1
31242,YPA,1
31247,Stockdale,1
31254,Ray,1
31261,Nelson,5
31276,Win,1
31278,Harcourts,1
31280,O'Brien,1
31290,Barry,5
31294,LJ,1
31300,hockingstuart,1
31301,LJ,1
31305,Greg,2
31318,Ray,5
31325,LJ,1
31328,Property,1
31333,Skad,1
31345,Barry,1
31353,hockingstuart,1
31355,Barry,1
31358,Ray,5
31364,Nelson,2
31367,Barry,1
31368,One,1
31369,Ray,1
31371,Stockdale,5
31374,Barry,5
31378,YPA,1
31389,Jellis,5
31391,McLennan,1
31395,McGrath,1
31396,Ray,5
31403,Mitchell,1
31405,Barry,1
31406,Harcourts,5
31411,Ray,1
31413,O'Brien,1
31423,Nelson,5
31424,Nelson,5
31432,hockingstuart,1
31433,Barry,1
31441,Nelson,5
31443,Jellis,4
31447,Buxton,5
31457,hockingstuart,4
31458,Fletchers,4
31464,Bekdon,5
31467,Fletchers,4
31469,Noel,2
31473,Chisholm,2
31474,Bayside,2
31478,McGrath,2
31482,Buxton,5
31484,hockingstuart,5
31492,Jellis,5
31494,Buxton,5
31495,Jellis,2
31496,Buxton,5
31499,hockingstuart,2
31509,Jellis,2
31513,Buxton,2
31514,Bells,1
31516,Marshall,2
31518,Jellis,2
31520,Marshall,5
31522,Nick,4
31524,Marshall,2
31529,Marshall,2
31538,YPA,1
31539,@Realty,1
31541,Nelson,2
31552,Jellis,5
31553,Nelson,2
31559,Alexkarbon,5
31561,Nelson,5
31564,Jellis,5
31570,Buxton,2
31571,Buxton,2
31576,hockingstuart,5
31577,Jellis,4
31583,Noel,4
31584,Marshall,4
31595,Woodards,5
31601,Harcourts,1
31602,Munn,1
31604,Harcourts,1
31606,Gary,2
31609,Gary,5
31613,McGrath,5
31616,Buxton,5
31629,Barry,5
31637,Barry,1
31640,Barry,1
31641,Stockdale,1
31642,Barry,1
31649,McGrath,5
31650,hockingstuart,1
31655,hockingstuart,1
31658,Harcourts,1
31659,Ray,5
31665,Stockdale,1
31666,Morrison,5
31669,Buxton,5
31670,Ray,5
31672,Buxton,5
31673,Buxton,5
31676,Jellis,2
31682,Barry,1
31683,Barry,1
31684,Ray,5
31694,Gary,4
31695,Biggin,2
31697,Biggin,4
31710,Marshall,2
31714,Chisholm,4
31715,REMAX,5
31717,hockingstuart,1
31721,HAR,1
31722,Nelson,2
31729,Nelson,2
31735,Jellis,1
31737,Harcourts,1
31739,Brad,1
31746,Jellis,2
31748,Nelson,2
31763,RT,5
31782,Stockdale,1
31784,Darren,1
31789,Jellis,5
31790,Morrison,5
31795,Barry,1
31797,Stockdale,1
31813,Jellis,4
31821,Barry,2
31824,Barry,5
31832,Prof.,1
31833,Commercial,1
31835,Ray,1
31839,Greg,1
31840,PSP,1
31841,hockingstuart,1
31843,Miles,2
31848,Nelson,4
31852,Miles,2
31853,Stockdale,1
31854,Brad,1
31856,Nelson,5
31859,Nelson,5
31861,Nelson,2
31863,Marshall,4
31870,Marshall,4
31876,FN,1
31878,O'Brien,1
31881,Morrison,5
31882,Morrison,1
31894,Marshall,3
31896,Jellis,2
31897,RT,4
31899,Marshall,2
31900,Marshall,3
31903,Jellis,4
31906,Jellis,1
31907,Abercromby's,2
31918,Maitland,5
31919,Stockdale,1
31923,Marshall,4
31925,HAR,1
31927,HAR,1
31929,Ray,1
31933,Fletchers,4
31942,Nelson,5
31944,Jellis,2
31946,Nelson,5
31949,Fletchers,1
31951,Buxton,5
31962,Win,5
31968,Sweeney,2
31971,Williams,2
31975,Barry,5
31983,Nelson,2
31992,Barry,1
31993,Buxton,2
32001,Hodges,2
32007,Nelson,1
32012,McGrath,5
32019,Point,1
32020,Ray,1
32032,hockingstuart,2
32036,Jellis,4
32038,Nelson,5
32043,Nelson,5
32044,Barry,1
32047,Jellis,5
32055,Nelson,5
32060,Woodards,5
32069,Love,1
32088,Real,5
32091,Fletchers,5
32100,Miles,2
32112,Sweeney,5
32115,Greg,2
32118,HAR,1
32119,HAR,5
32122,Kay,4
32148,McDonald,2
32151,Rounds,1
32152,Raine,1
32153,YPA,1
32156,YPA,1
32161,Douglas,5
32163,Douglas,1
32165,Douglas,5
32177,Barry,1
32178,Brad,5
32179,Jellis,2
32180,Barry,5
32183,Barry,2
32184,Jellis,2
32185,Barry,5
32187,Barry,5
32201,McGrath,5
32202,McGrath,5
32204,McGrath,5
32222,LLC,5
32224,Barry,5
32227,Jellis,5
32229,Barry,1
32231,YPA,1
32232,Greg,1
32239,Barry,2
32244,Williams,5
32245,Jas,4
32246,Greg,5
32247,Sweeney,5
32248,Sweeney,5
32249,Greg,4
32253,Gary,5
32257,hockingstuart,1
32258,hockingstuart,5
32263,Jas,4
32264,Village,2
32267,Jellis,2
32269,Reliance,1
32276,C21,1
32285,@Realty,1
32286,Eview,1
32287,Collins,5
32305,Nelson,5
32307,Ray,1
32308,Barry,1
32309,Ray,1
32310,Ray,1
32311,LJ,1
32314,Ray,1
32315,Barry,1
32316,FN,1
32317,FN,1
32318,Le,1
32319,Jellis,4
32321,Barry,5
32322,Buckingham,5
32326,Ray,1
32332,Raine,1
32336,Barry,1
32337,Eview,5
32338,RW,1
32339,Stockdale,1
32341,HAR,1
32343,Miles,1
32345,Sweeney,1
32349,Nelson,5
32356,Noel,1
32359,PRDNationwide,1
32361,LITTLE,1
32363,HAR,1
32364,HAR,1
32370,Ray,5
32376,Jellis,2
32378,Jellis,2
32384,O'Brien,1
32390,hockingstuart,1
32392,Point,1
32397,Ray,1
32399,Ray,1
32401,YPA,1
32403,Raine,1
32416,Sweeney,1
32417,YPA,1
32424,Barry,5
32432,hockingstuart,1
32434,Biggin,5
32436,Biggin,5
32444,Barry,1
32452,Rendina,2
32458,Marshall,4
32460,Buxton,2
32461,Buxton,2
32470,Jellis,5
32471,Jellis,5
32474,Jellis,2
32478,Nelson,5
32479,Fletchers,5
32481,Noel,5
32482,Jellis,1
32488,Nick,4
32489,Buxton,2
32490,Nick,4
32491,YPA,1
32500,Jellis,2
32506,Fletchers,5
32511,Jellis,2
32513,Lindellas,5
32517,Barry,5
32518,RT,4
32519,Marshall,4
32521,Garvey,2
32524,Nelson,1
32532,YPA,1
32536,O'Brien,5
32538,Ray,5
32541,C21,5
32543,Nelson,5
32544,Nelson,5
32545,Nelson,1
32546,Barry,5
32550,Skad,1
32551,Barry,1
32555,Barry,1
32556,Barry,1
32558,Barry,1
32559,Ray,1
32560,Ray,1
32563,Fletchers,1
32564,Ray,1
32565,McGrath,1
32566,Jellis,1
32567,Noel,5
32569,McLennan,1
32571,Stockdale,1
32575,YPA,1
32576,Stockdale,1
32586,Jellis,2
32587,Barry,1
32588,Barry,1
32596,Barry,1
32603,Brad,1
32607,Brad,1
32608,McGrath,1
32618,O'Brien,1
32620,Purplebricks,1
32629,Harcourts,2
32631,Ray,2
32632,Harcourts,2
32638,Barry,1
32639,Nelson,1
32642,Buxton,2
32648,Jellis,2
32654,Marshall,4
32661,Ray,1
32663,Barry,1
32667,Prof.,1
32669,Nelson,2
32670,Alexkarbon,5
32671,Nelson,1
32678,Marshall,2
32685,Love,1
32686,Love,1
32691,Jellis,4
32696,Marshall,2
32702,Nelson,5
32703,Biggin,5
32706,Buxton,5
32707,YPA,1
32712,Ryder,1
32713,YPA,1
32714,Ryder,1
32716,Ryder,5
32718,hockingstuart,1
32726,Stockdale,1
32728,Stockdale,1
32729,Ray,1
32730,HAR,1
32732,hockingstuart,5
32733,Philip,5
32741,Jellis,5
32745,Jellis,2
32747,Buxton,5
32753,Barry,5
32755,Harcourts,2
32757,Barry,1
32763,Jas,5
32783,Ray,5
32791,Buxton,5
32794,Barry,1
32800,Point,1
32801,Point,1
32805,Cayzer,5
32807,Jellis,2
32822,Ray,5
32828,Nelson,5
32837,hockingstuart,5
32841,Hodges,2
32842,Buxton,2
32843,Buxton,2
32845,Sweeney,5
32846,Jas,5
32849,Greg,4
32852,Thomson,4
32856,Jas,5
32859,Le,1
32860,Nelson,1
32870,Brad,5
32871,Considine,5
32873,Hodges,5
32896,Jellis,2
32897,Fletchers,2
32898,Jellis,2
32902,Nelson,2
32903,McGrath,5
32909,Benlor,1
32919,hockingstuart,1
32920,Barry,1
32922,Ray,1
32942,hockingstuart,5
32953,Ray,1
32954,Barry,1
32966,Greg,1
32974,RT,2
32979,Brad,1
32982,Jellis,2
32983,Nelson,5
32989,Jellis,5
32994,hockingstuart,5
32996,Area,1
33002,Jellis,2
33003,Fletchers,4
33009,hockingstuart,4
33015,Jellis,2
33027,Buxton,2
33029,Jellis,4
33033,Woodards,5
33041,Buxton,5
33043,Jellis,5
33063,Noel,5
33068,Woodards,5
33069,Buxton,5
33072,Noel,1
33074,Buxton,3
33078,GL,1
33081,Marshall,4
33088,Marshall,4
33090,Woodards,5
33094,YPA,1
33096,YPA,1
33099,Brad,2
33100,Nelson,5
33106,Nelson,2
33109,Peter,5
33130,Love,1
33137,Barry,1
33138,Ray,5
33143,Buxton,5
33145,Barry,1
33146,Marshall,2
33149,Marshall,2
33155,Marshall,2
33168,Collins,2
33176,O'Brien,1
33179,Gary,2
33180,Gary,2
33184,Barry,5
33191,Greg,5
33197,Darras,2
33202,Nelson,5
33207,Peter,5
33209,Love,5
33217,Nelson,1
33218,Barry,1
33223,HAR,1
33225,Ray,1
33229,Ray,1
33230,Ray,1
33235,Jellis,1
33236,McGrath,5
33242,Stockdale,1
33243,Barry,1
33244,Del,2
33250,Wyndham,1
33256,Barry,1
33257,Prof.,1
33258,Ray,5
33260,Jellis,5
33261,Barry,2
33263,Jellis,5
33264,Jellis,5
33270,Barry,2
33272,Barry,5
33273,Barry,1
33275,Harcourts,1
33293,Ray,1
33294,HAR,1
33295,HAR,1
33300,Raine,1
33302,hockingstuart,1
33304,Rendina,2
33306,Nelson,5
33311,Barry,2
33316,McDonald,2
33320,Miles,5
33328,HAR,5
33331,Schroeder,5
33334,Ray,5
33336,Nelson,2
33340,hockingstuart,2
33343,Nelson,5
33348,Jas,5
33351,Barry,1
33358,Ray,1
33360,hockingstuart,2
33378,Nelson,5
33379,Stockdale,1
33381,Nelson,1
33382,Nelson,1
33383,Morrison,5
33387,Buckingham,1
33389,Ray,5
33390,Darren,5
33393,Ray,1
33395,Jason,1
33397,Ray,1
33398,Ray,1
33399,Barry,1
33411,Kay,4
33421,Kay,4
33422,Fletchers,5
33423,Nelson,5
